Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP187,['Lake'],['Contaminated'],,[15000],2013,['USAID'],['Pay per use'],11,['Motorized Pump'],"(-19.539758435686693, 22.037997816458788)",
,['Borehole'],,[20],[10000],2013,['USAID'],['Pay per use'],11,['Solar Pump'],"(-20.5720878447769, 24.669398562587915)",
WP189,['Well'],['Contaminated'],[44],,2013,['World Bank'],['Pay per use'],,['Motorized Pump'],"(-18.45479926048847, 25.580238649511948)",['Functioning']
WP190,['Well'],['Contaminated'],[48],[12000],2003,['Red Cross'],['Free'],,['Motorized Pump'],"(-19.030085050794654, 26.866444228819056)",['Functioning']
WP191,['Lake'],['Contaminated'],[31],,1995,['USAID'],['Pay per use'],29,['Motorized Pump'],"(-19.147995559660917, 28.97708710458181)",['Not Functioning']
WP192,['Well'],['Contaminated'],[40],[11000],2009,['Red Cross'],['Free'],15,['Motorized Pump'],,['Not Functioning']
WP193,['Lake'],['Contaminated'],[36],[15000],2002,,['Free'],22,['Motorized Pump'],"(-22.661561765059965, 22.256885931545952)",['Functioning']
WP194,['Lake'],['Clean'],[18],[14000],1996,['World Bank'],['Pay per use'],28,['Solar Pump'],"(-19.94826473517363, 27.07041406121063)",['Not Functioning']
WP195,['River'],['Contaminated'],,[12000],2009,['World Bank'],['Free'],15,['Solar Pump'],"(-20.679412519517253, 24.92968727589389)",['Not Functioning']
,['Lake'],['Contaminated'],[10],[15000],1991,['USAID'],['Free'],33,['Motorized Pump'],"(-18.912805077127135, 24.295053874102706)",['Not Functioning']
WP197,['Well'],['Contaminated'],[42],[9000],2019,['USAID'],['Pay per use'],5,['Hand Pump'],"(-21.480702907276545, 26.133476113517112)",['Not Functioning']
WP198,['River'],,[20],[8000],1994,['World Bank'],,30,['Motorized Pump'],"(-22.2021946687452, 25.09242011783222)",['Functioning']
WP199,['Borehole'],['Contaminated'],[40],[9000],2008,['USAID'],['Pay per use'],16,['Motorized Pump'],"(-22.361127573174603, 21.390059508076526)",['Functioning']
WP200,['River'],['Clean'],[43],[9000],2009,['Red Cross'],['Free'],15,['Motorized Pump'],"(-22.47373144700161, 26.93390231571231)",['Functioning']
,['River'],['Clean'],[17],[8000],1997,['Red Cross'],['Pay per use'],27,['Motorized Pump'],"(-18.842965771304684, 27.509969931228262)",['Functioning']
WP202,['Well'],['Contaminated'],[18],,2007,['Oxfam'],['Pay per use'],17,['Motorized Pump'],"(-21.9900640825608, 21.89142422373319)",['Functioning']
WP203,['Well'],['Contaminated'],[46],[11000],2017,['Red Cross'],['Pay per use'],7,['Motorized Pump'],"(-22.602155664426615, 22.298305476746535)",['Functioning']
WP204,['Well'],['Clean'],[8],[21000],1990,['USAID'],,34,,"(-21.420211868796855, 25.043005615852763)",['Not Functioning']
WP205,,['Contaminated'],[26],[16000],1999,['USAID'],['Pay per use'],25,['Motorized Pump'],"(-19.014372629302954, 24.429050534067695)",['Not Functioning']
WP206,['Well'],['Clean'],[61],,2008,['Red Cross'],['Free'],16,,"(-18.06177320070344, 26.53426136403313)",['Functioning']
WP207,['Lake'],['Contaminated'],,,1991,['UNICEF'],['Free'],,['Solar Pump'],"(-19.693625460078266, 19.329991629331033)",['Functioning']
WP208,['Lake'],['Clean'],[45],[9000],1996,['Red Cross'],['Pay per use'],28,['Motorized Pump'],,['Not Functioning']
,,['Contaminated'],[35],,2019,['USAID'],['Free'],5,['Hand Pump'],"(-22.545394115205298, 19.886244096905838)",['Functioning']
WP210,['Lake'],['Contaminated'],[46],,2018,['Oxfam'],['Pay per use'],6,['Motorized Pump'],"(-21.13480913357518, 19.416066129801557)",['Not Functioning']
WP211,['Lake'],['Clean'],[24],[18000],2004,['USAID'],['Pay per use'],20,['Solar Pump'],"(-20.503856792040125, 25.98315112022554)",['Functioning']
WP212,['Well'],['Contaminated'],[13],[11000],1990,['USAID'],['Pay per use'],34,['Motorized Pump'],"(-20.708135972121948, 20.82265123878722)",['Not Functioning']
WP213,['Lake'],['Contaminated'],[31],,2007,['USAID'],['Pay per use'],17,['Motorized Pump'],"(-22.292788334524293, 21.187481737430005)",['Functioning']
WP214,,['Clean'],[39],[18000],1997,['Red Cross'],['Pay per use'],27,['Hand Pump'],"(-22.133712407512757, 24.697821635896688)",['Functioning']
WP215,['Lake'],['Clean'],,[11000],2018,['Red Cross'],['Free'],6,,"(-23.97596140113924, 19.61464076774498)",['Not Functioning']
WP216,['Borehole'],['Clean'],[36],[14000],2003,['USAID'],['Pay per use'],21,['Motorized Pump'],"(-22.338159561383648, 21.942528044671096)",['Functioning']
WP217,['Borehole'],['Contaminated'],[48],[10000],2014,['Oxfam'],['Free'],10,['Motorized Pump'],,['Functioning']
WP218,['Lake'],['Clean'],[19],[16000],1994,['USAID'],,30,['Motorized Pump'],"(-23.631405849481105, 25.619879454872375)",['Functioning']
WP219,['Lake'],['Contaminated'],,[13000],2006,['Red Cross'],['Pay per use'],,['Motorized Pump'],"(-19.048427036616008, 28.474332920015595)",['Not Functioning']
,['Lake'],['Contaminated'],[11],,2015,['World Bank'],,9,['Motorized Pump'],"(-19.76919394010151, 24.639009656603534)",['Not Functioning']
WP221,['Well'],['Clean'],,[18000],1998,['Red Cross'],['Pay per use'],26,['Motorized Pump'],"(-18.435627345973916, 26.469382927657854)",['Not Functioning']
WP222,['Well'],['Clean'],[56],,2010,,['Free'],,['Solar Pump'],"(-19.537259459194853, 24.476066718899567)",['Functioning']
WP223,['Lake'],['Contaminated'],[48],[7000],2004,['UNICEF'],['Free'],20,['Solar Pump'],"(-22.473494046260853, 24.23322509447931)",['Functioning']
WP224,['Well'],['Contaminated'],[43],[22000],,['Oxfam'],['Free'],34,['Motorized Pump'],"(-19.397110957297155, 27.027047573544017)",['Functioning']
WP225,['Lake'],['Contaminated'],[40],[16000],2017,,['Pay per use'],7,['Motorized Pump'],,['Functioning']
WP226,['Well'],,[34],,1990,,,34,['Motorized Pump'],"(-19.602785551462137, 27.773610884752735)",['Not Functioning']
WP227,['Lake'],['Contaminated'],[41],[11000],,['USAID'],,13,['Hand Pump'],,['Functioning']
WP228,['Lake'],['Contaminated'],[15],[19000],2014,['World Bank'],['Pay per use'],10,['Motorized Pump'],"(-21.654266056132823, 24.659689308332965)",['Functioning']
WP229,['Well'],['Clean'],[52],[14000],1997,['USAID'],['Pay per use'],27,['Motorized Pump'],"(-18.65179015611377, 25.7666079320516)",['Not Functioning']
WP230,,,[17],[13000],2006,['USAID'],['Free'],18,['Motorized Pump'],"(-22.234466113322444, 22.194097418645985)",['Functioning']
WP231,['Lake'],['Contaminated'],[9],[19000],2008,['USAID'],['Free'],16,['Solar Pump'],"(-21.75443522649356, 24.712414674533292)",['Not Functioning']
WP232,['Lake'],['Contaminated'],,,2018,['World Bank'],['Pay per use'],6,['Motorized Pump'],"(-17.72512182247567, 27.99728935464023)",['Not Functioning']
WP233,['Well'],['Contaminated'],[48],[7000],2010,['USAID'],['Free'],14,['Motorized Pump'],"(-23.504532835209485, 26.501723199024816)",['Not Functioning']
WP234,['Lake'],['Contaminated'],[36],,2004,['World Bank'],['Pay per use'],20,['Solar Pump'],"(-18.14331169093158, 28.059887480390607)",['Functioning']
WP235,['Well'],['Clean'],,[14000],2001,['Red Cross'],['Free'],,['Motorized Pump'],"(-20.354635351440628, 24.14505291171509)",['Not Functioning']
WP236,['Lake'],['Contaminated'],[11],[12000],1993,['USAID'],['Pay per use'],31,['Motorized Pump'],"(-23.56574863595023, 24.34922163817158)",['Not Functioning']
WP237,['Lake'],['Clean'],[15],[14000],1996,['USAID'],['Pay per use'],28,['Motorized Pump'],"(-21.884201485172234, 21.152513408352622)",['Functioning']
WP238,['Well'],['Contaminated'],[46],[18000],2015,['World Bank'],['Pay per use'],9,['Solar Pump'],,['Functioning']
WP239,['Borehole'],['Clean'],[17],[11000],2000,['USAID'],['Pay per use'],24,['Motorized Pump'],"(-17.553712107681882, 26.234454872047287)",['Functioning']
WP240,['Lake'],['Contaminated'],[14],[11000],2002,['Red Cross'],['Pay per use'],22,['Motorized Pump'],"(-21.610543194161146, 26.517802553785273)",['Functioning']
WP241,['Well'],['Contaminated'],[58],[16000],,['World Bank'],['Pay per use'],25,['Motorized Pump'],"(-23.01437443674976, 27.82521957594404)",['Not Functioning']
WP242,['Well'],['Contaminated'],[51],[9000],1994,['Red Cross'],['Free'],30,['Motorized Pump'],"(-22.095715286176194, 26.359644028993664)",['Not Functioning']
WP243,['Lake'],,[14],[14000],1996,['Oxfam'],['Pay per use'],28,['Motorized Pump'],"(-20.5405406800074, 24.52280778641447)",['Not Functioning']
WP244,['Lake'],['Contaminated'],[17],[12000],2016,['UNICEF'],,,['Motorized Pump'],"(-20.859103403500544, 21.455045501376407)",['Functioning']
WP245,['Lake'],['Clean'],,[11000],2009,['World Bank'],['Free'],15,['Motorized Pump'],,
WP246,['Lake'],['Contaminated'],[13],[15000],2002,['World Bank'],['Free'],22,['Motorized Pump'],"(-19.335835558141532, 26.28761391459632)",['Functioning']
WP247,['Lake'],['Clean'],[37],[14000],1991,['USAID'],['Pay per use'],33,['Motorized Pump'],"(-22.714241699307472, 27.391011489851103)",['Functioning']
WP248,['Lake'],['Contaminated'],[41],[12000],2012,['Oxfam'],,12,['Motorized Pump'],"(-17.675392052326746, 28.97147277861526)",['Not Functioning']
WP249,['Well'],['Contaminated'],[35],[13000],1995,['USAID'],['Pay per use'],29,['Motorized Pump'],"(-19.274892340010915, 24.067756526288377)",['Functioning']
WP250,['Well'],['Contaminated'],[41],,1993,['Red Cross'],['Free'],31,['Motorized Pump'],"(-22.581223772051242, 20.63702904773919)",['Functioning']
WP251,['Lake'],['Contaminated'],[44],[16000],2000,['Red Cross'],['Free'],24,['Motorized Pump'],"(-19.295988747440013, 28.314210368936735)",['Functioning']
WP252,['Lake'],['Clean'],[36],[13000],2005,,['Free'],19,['Motorized Pump'],"(-21.365035967577725, 26.254579578234086)",['Not Functioning']
WP253,['Lake'],['Clean'],[45],[12000],2011,['USAID'],['Pay per use'],13,,"(-17.556099852017105, 24.032465374224913)",['Functioning']
WP254,['Lake'],['Clean'],[41],[16000],2005,['Oxfam'],['Pay per use'],19,['Motorized Pump'],"(-20.890759514865238, 27.584903481556758)",['Functioning']
WP255,,['Contaminated'],[39],[10000],2020,['USAID'],['Pay per use'],4,['Motorized Pump'],"(-23.38908188020495, 22.96706540544434)",['Functioning']
WP256,['Lake'],['Contaminated'],[53],[11000],1995,['USAID'],['Pay per use'],29,['Motorized Pump'],"(-22.760049020968495, 21.48989000611636)",['Not Functioning']
WP257,['Lake'],['Clean'],[32],,2008,['Red Cross'],['Pay per use'],16,['Motorized Pump'],"(-23.927256223545264, 21.666152202967254)",['Functioning']
WP258,,['Clean'],[34],,2002,['Red Cross'],,22,['Motorized Pump'],"(-19.12696390408785, 20.27111682418025)",['Functioning']
WP259,['Lake'],['Contaminated'],[34],[11000],2006,['Oxfam'],['Free'],18,['Solar Pump'],"(-19.183668029232287, 27.10101289307636)",['Functioning']
WP260,['Borehole'],['Contaminated'],[13],[14000],2002,['Oxfam'],['Free'],22,['Motorized Pump'],,['Functioning']
WP261,,['Clean'],[27],[14000],1999,,['Pay per use'],25,['Motorized Pump'],"(-21.007448294149544, 22.154794167774238)",['Not Functioning']
WP262,['Lake'],['Contaminated'],[46],[11000],2011,['USAID'],['Free'],,['Motorized Pump'],"(-21.599023366918402, 21.561226421019036)",['Functioning']
WP263,['Lake'],['Contaminated'],[44],[13000],2002,['Oxfam'],['Free'],22,['Motorized Pump'],"(-21.6206618481786, 21.770821057774338)",['Not Functioning']
WP264,['Lake'],['Contaminated'],[17],[13000],2011,,['Free'],13,['Hand Pump'],"(-20.634352415144303, 19.515691008159205)",['Functioning']
WP265,,['Clean'],[29],,2016,['World Bank'],['Free'],8,['Solar Pump'],"(-21.068982481136093, 24.975385767405534)",['Functioning']
WP266,['Well'],,[35],[16000],2015,['USAID'],['Free'],9,['Motorized Pump'],,['Functioning']
WP267,['River'],['Contaminated'],[51],[9000],2001,,['Free'],23,['Motorized Pump'],"(-19.547389155653953, 26.51109994185246)",['Functioning']
WP268,['River'],['Clean'],[53],[13000],2015,['World Bank'],,9,['Hand Pump'],"(-19.909367036715995, 21.367627517294196)",['Functioning']
WP269,['Lake'],['Contaminated'],[18],[15000],2019,['UNICEF'],['Free'],5,['Solar Pump'],"(-22.500465953673938, 22.33334708422934)",
WP270,['Lake'],['Contaminated'],[4],[15000],2020,['USAID'],,4,['Motorized Pump'],"(-20.391010650136767, 27.99681468403733)",['Functioning']
WP271,['Well'],['Clean'],[41],[7000],2019,['Oxfam'],['Pay per use'],5,['Motorized Pump'],"(-17.664038153908127, 24.439086170495603)",['Functioning']
WP272,['Lake'],['Clean'],[46],[7000],2006,['USAID'],['Free'],18,['Motorized Pump'],"(-18.845955593472063, 27.32117243606359)",['Functioning']
WP273,['Well'],['Contaminated'],[51],,2003,['USAID'],['Pay per use'],21,,"(-18.81572487241849, 26.342895726754566)",['Not Functioning']
WP274,['Borehole'],['Contaminated'],[44],,1999,,['Pay per use'],25,['Motorized Pump'],"(-20.82312431026095, 22.91477165056248)",['Functioning']
WP275,['Lake'],['Contaminated'],[3],[12000],1990,,['Pay per use'],34,['Motorized Pump'],,['Functioning']
WP276,,['Contaminated'],[20],[16000],2005,['Red Cross'],['Free'],19,['Motorized Pump'],"(-21.928818501652508, 23.698655616345523)",['Functioning']
WP277,['Borehole'],['Contaminated'],[40],[9000],2002,['USAID'],['Free'],22,['Motorized Pump'],"(-21.93118039616049, 28.153570479342488)",['Functioning']
WP278,['Well'],['Contaminated'],[37],[15000],,,['Pay per use'],20,['Motorized Pump'],"(-23.71970547422934, 23.399082183331927)",['Functioning']
,['Lake'],['Contaminated'],[40],[17000],2012,['World Bank'],['Pay per use'],12,['Motorized Pump'],"(-17.90797298397016, 27.24397166681925)",['Not Functioning']
WP280,['Lake'],,[33],[11000],2006,,['Pay per use'],,['Motorized Pump'],"(-21.167983533658987, 26.660359579864007)",['Not Functioning']
WP281,,['Contaminated'],[44],[15000],2017,['USAID'],['Free'],7,,"(-21.515596102351783, 20.203800178140472)",['Functioning']
WP282,['Lake'],['Contaminated'],[49],[17000],1998,['USAID'],['Pay per use'],26,['Motorized Pump'],"(-19.65258692065243, 24.25174276805966)",['Functioning']
WP283,['River'],['Contaminated'],[39],[14000],1990,['USAID'],,34,['Motorized Pump'],"(-19.281648166849077, 28.254179911231986)",['Functioning']
WP284,['Well'],,[56],,1990,,['Free'],34,['Motorized Pump'],"(-22.588720117424717, 19.497926567784976)",
WP285,['Lake'],['Contaminated'],,[13000],2016,['USAID'],['Free'],8,['Motorized Pump'],"(-20.092886617563774, 26.20853992265044)",['Functioning']
WP286,['Well'],['Contaminated'],[51],,,['USAID'],['Pay per use'],,['Motorized Pump'],"(-19.40883767401703, 26.677933327568816)",['Functioning']
WP287,['Lake'],['Clean'],[39],[11000],1998,['Red Cross'],['Free'],26,['Motorized Pump'],"(-23.223189255907492, 25.878880006550276)",['Not Functioning']
,['Well'],['Contaminated'],[49],[10000],1995,['World Bank'],['Free'],29,['Motorized Pump'],"(-18.934489559992393, 26.362246182152354)",['Functioning']
WP289,['Lake'],['Contaminated'],,[18000],2005,,['Pay per use'],19,['Motorized Pump'],"(-19.78082005034996, 28.349010175640878)",
WP290,['Well'],['Contaminated'],[15],[10000],2001,['World Bank'],['Free'],23,['Motorized Pump'],"(-21.096558791803922, 26.403200802302788)",['Functioning']
WP291,['Lake'],['Contaminated'],[48],[12000],2004,['Oxfam'],,20,,"(-22.482248725875166, 21.448845954389377)",['Not Functioning']
WP292,['Well'],['Contaminated'],[41],[18000],1994,['USAID'],['Pay per use'],30,['Motorized Pump'],"(-21.10120826553818, 24.062234854040835)",['Not Functioning']
WP293,['Lake'],['Contaminated'],[23],[14000],2018,['Oxfam'],['Pay per use'],6,['Motorized Pump'],,['Functioning']
WP294,['Lake'],['Contaminated'],[17],[13000],,['USAID'],['Pay per use'],,['Motorized Pump'],,['Functioning']
WP295,['Borehole'],['Contaminated'],[53],[11000],1992,['UNICEF'],,32,['Hand Pump'],,['Functioning']
WP296,['Borehole'],['Contaminated'],[33],,2012,['UNICEF'],['Free'],12,['Motorized Pump'],"(-21.95441266002716, 22.040116034915417)",['Functioning']
WP297,['Lake'],['Contaminated'],[44],,2016,['Red Cross'],['Pay per use'],8,['Motorized Pump'],"(-22.84017441147878, 22.90079984532636)",['Functioning']
,['River'],,[33],[13000],2000,['USAID'],['Pay per use'],,['Motorized Pump'],"(-22.97559053283778, 26.396352580138554)",['Functioning']
,['Well'],['Contaminated'],[19],[16000],2019,['USAID'],['Pay per use'],5,['Motorized Pump'],"(-23.97133539731222, 21.38945807927663)",['Not Functioning']
WP300,['Lake'],['Contaminated'],,,2008,['World Bank'],['Free'],16,['Hand Pump'],"(-23.642712452761895, 26.465713824914637)",['Functioning']
WP301,['Lake'],['Contaminated'],[3],[6000],2003,['USAID'],['Free'],21,['Motorized Pump'],"(-19.66655835069075, 27.40037056728448)",['Functioning']
WP302,['Lake'],['Clean'],[39],,1992,['USAID'],['Pay per use'],32,['Motorized Pump'],"(-21.246141498748017, 24.288009200970617)",['Functioning']
,['Lake'],['Contaminated'],[47],,1997,['Red Cross'],['Free'],,['Motorized Pump'],"(-21.675887506619198, 21.08715434345221)",['Functioning']
WP304,['Lake'],['Contaminated'],,[15000],2016,['USAID'],['Pay per use'],8,['Hand Pump'],"(-19.95983300190946, 25.21580315399075)",['Functioning']
WP305,,,[15],[9000],1995,['USAID'],['Pay per use'],29,['Motorized Pump'],"(-21.18347638883379, 26.330445613798933)",['Functioning']
WP306,['Borehole'],['Clean'],[17],[15000],2000,['Red Cross'],['Pay per use'],24,['Motorized Pump'],"(-23.38553619676994, 21.46492806709045)",['Functioning']
WP307,['Lake'],['Contaminated'],[10],[7000],1993,,['Free'],,['Hand Pump'],"(-20.384398175759856, 22.932771471461482)",['Functioning']
,['Borehole'],['Contaminated'],[16],[10000],2000,['Oxfam'],['Free'],24,['Motorized Pump'],"(-20.11578769504253, 20.695278025224777)",['Functioning']
WP309,['Borehole'],['Contaminated'],[51],[7000],1993,['USAID'],['Free'],31,['Motorized Pump'],"(-17.509734785722173, 25.430677989842405)",
WP310,['Well'],['Contaminated'],[5],[12000],2013,,['Pay per use'],11,['Motorized Pump'],"(-23.98941769495593, 24.434169932455873)",['Functioning']
WP311,,['Contaminated'],[32],[14000],1991,,['Free'],33,['Solar Pump'],"(-18.516425387933953, 28.36946836412874)",['Not Functioning']
,['Well'],['Contaminated'],[38],,1993,,['Pay per use'],31,,"(-22.83023346859177, 28.889593888463814)",['Functioning']
WP313,['Well'],['Contaminated'],[14],[15000],2018,['Red Cross'],['Free'],6,['Motorized Pump'],"(-18.634185315223924, 19.492386009655533)",['Functioning']
WP314,['Borehole'],['Clean'],[48],[11000],1996,,['Pay per use'],,['Motorized Pump'],"(-23.864125517864668, 20.25502325470407)",['Functioning']
WP315,,['Contaminated'],[16],[12000],2018,['USAID'],['Pay per use'],6,['Motorized Pump'],"(-22.59008025894349, 27.121528739867482)",['Functioning']
WP316,['Well'],['Contaminated'],[17],,2018,['USAID'],['Free'],6,['Hand Pump'],"(-21.666338630072264, 22.26591226714266)",['Not Functioning']
WP317,['Well'],['Contaminated'],[46],,2012,['Oxfam'],['Pay per use'],12,['Hand Pump'],"(-23.5272543703346, 25.04277053815685)",
,['River'],['Contaminated'],[39],[14000],2002,['World Bank'],['Pay per use'],22,['Motorized Pump'],"(-21.23441885659743, 25.47737147791258)",
